card_key_description	Acaba ne için kullanılıyor...	
card_key_name	Anahtar	
card_kid_description	Bir bebek. Büyümesi için bir eve ihtiyacı var.	
card_kid_name	Bebek	
card_lumbercamp_description	Sonsuz bir odun kaynağı	
card_lumbercamp_name	Kereste kampı	
card_lumbercamp_status	Kampta ağaç kesmek	
card_map_description	Bir köylüyü kaşife çevirmek için harita kullan	
card_map_name	Harita	
card_market_name	Pazar	
card_militia_name	Milis	
card_milk_description	İnekten taze çıktı	
card_milk_name	Süt	
card_milkshake_description	Meyveli tadında	
card_milkshake_name	Milkshake (sütlü içecek)	
card_mountain_description	Ucu sivri bir tepe	
card_mountain_name	Dağ	
card_mountain_status	Dağı keşfetmek	
card_mushroom_description	Yenilebilir mantar	
card_mushroom_name	Mantar	
card_old_tome_description	Bazı fikirleri içeren bir kitap	
card_old_tome_name	Eski kitap	
card_old_tome_status	Eski kitabı incelemek	
card_old_village_description	Burada hâlâ birinin yaşadığı söyleniyor	
card_old_village_name	Eski köy	
card_old_village_status	Eski köyü keşfetmek	
card_omelette_description	Pépin gurur duyardı	
card_omelette_name	Omlet	
card_onion_description	Çiğ ya da pişmiş yenebilir, nasıl istersen	
card_onion_name	Soğan	
card_plains_description	Doğa	
card_plains_name	Ova	
card_plains_status	Ova keşfi	
card_plank_description	Güçlü bir yapı malzemesi	
card_plank_name	Tahta kalas	
card_poop_description	Kokuyor gibi görünüyor	
card_poop_name	Dışkı	
card_potato_description	Yumuşak ve nişastalı ama önce pişirilmeli	
card_potato_name	Patates	
card_quarry_description	Sonsuz taş kaynağı	
card_quarry_name	Taş ocağı	
card_quarry_status	Taş ocağında maden çıkarma	
card_rabbit_description	Tüylü kaka makinesi	
card_rabbit_name	Tavşan	
card_rat_description	Dev farenin küçük versiyonu	
card_rat_name	Fare	
card_raw_meat_description	Önce pişirilmeli	
card_raw_meat_name	Çiğ et	
card_rock_description	Sağlam görünüyor ama vurulabilir	
card_rock_name	Kaya	
card_rock_status	Kayaya vurmak	
card_sawmill_description	Odundan hızlıca tahta kalas yapar	
card_sawmill_name	Kereste fabrikası	
card_shed_description	Kart sınırını 4 artırır	
card_shed_name	Kulübe	
card_skeleton_description	Bir kemik yığını canavar	
card_skeleton_name	İskelet	
card_slime_description	Bir trençkotta 3 küçük slime	
card_slime_name	Slime	
card_small_slime_description	İçi ganimet dolu bir balçık	
card_small_slime_name	Küçük slime	
card_soil_description	Basit ve yavaş bir yiyecek üretme yolu	
card_soil_name	Toprak	
card_spear_description	Ucu sivri bir sopa	
card_spear_name	Mızrak	
card_stew_description	Doyurucu bir yemek	
card_stew_name	Güveç	
card_stick_description	Bir zamanlar ağacın parçasıydı	
card_stick_name	Çubuk	
card_stone_description	Basit bir kaynak	
card_stone_name	Taş	
card_stove_description	Kamp ateşinden daha hızlı pişirir	
card_stove_name	Ocak	
card_sword_description	Ucu sivri demir külçe	
card_sword_name	Kılıç	
card_swordsman_name	Kılıç ustası	
card_temple_description	Önemli bir ibadet yeri. Gizemli bir nesneye ihtiyacı var.	
card_temple_name	Tapınak	
card_travelling_cart_description	Bana 5 altın ver, sana kart vereyim!	
card_travelling_cart_name	Gezgin kart arabası	
card_treasure_chest_description	Kilitli	
card_treasure_chest_name	Hazine sandığı	
card_tree_description	Ağaç ve çubuktan yapılmış	
card_tree_name	Ağaç	
card_tree_status	Ağaca vurmak	
card_villager_description	Çalışkan bir öncü	
card_villager_name	Köylü	
card_warehouse_description	Kart sınırını 14 artırır	
card_warehouse_name	Depo	
card_wolf_description	Vahşi görünüyor	
card_wolf_name	Kurt	
card_wood_description	Basit bir kaynak	
card_wood_name	Odun	
cardtype_food	Yemek	
cardtype_ideas	Fikirler	
cardtype_locations	Mekanlar	
cardtype_mobs	Canavarlar	
cardtype_resources	Kaynaklar	
cardtype_structures	Yapılar	
idea_animalpen_status_0	Hayvan ağılı inşa etmek	
idea_brick_status_0	Tuğla yapmak	
idea_brickyard_status_0	Tuğla fabrikası kurmak	
idea_campfire_status_0	Kamp ateşi başlatmak	
idea_carving_status_0	Çubuk yapmak	
idea_chicken_status_0	Tavuk kuluçkada	
idea_coinchest_status_0	Para sandığı yapmak	
idea_cookedmeat_status_0	Et pişirmek	
idea_farm_status_0	Çiftlik inşa etmek	
idea_frittata_status_0	Omlet pişirmek	
idea_fruitsalad_status_0	Meyve salatası yapmak	
idea_garden_status_0	Bahçe kurmak	
idea_growth_name	Büyüme	
idea_growth_status_0	Yaban mersini çalısı yetiştirmek	
idea_growth_status_1	Elma ağacı yetiştirmek	
idea_growth_status_2	Havuç yetiştirmek	
idea_growth_status_3	Soğan yetiştirmek	
idea_growth_status_4	Patates yetiştirmek	
idea_growth_status_5	Mantar yetiştirmek	
idea_house_status_0	Ev inşa etmek	
idea_ironweapons_status_0	Kılıç yapmak	
idea_ironweapons_status_1	Kılıç ustası eğitmek	
idea_lumbercamp_status_0	Kereste kampı kurmak	
idea_market_status_0	Pazar kurmak	
idea_milkshake_status_0	Milkshake yapmak	
idea_mine_status_0	Maden inşa etmek	
idea_offspring_name	Yavru	
idea_offspring_status_0	Yavru oluşturmak	
idea_offspring_status_1	Yavru köpek oluşturmak	
idea_omelette_status_0	Omlet pişirmek	
idea_planks_status_0	Tahta kalas yapmak	
idea_quarry_status_0	Taş ocağı kurmak	
idea_sawmill_status_0	Kereste fabrikası inşa etmek	
idea_shed_status_0	Kulübe inşa etmek	
idea_smelting_status_0	Cevher eritme fırını inşa etmek	
idea_smelting_status_1	Demir eritmek	
idea_stew_status_0	Güveç pişirmek	
idea_stove_status_0	Ocak inşa etmek	
idea_temple_status_0	Tapınak inşa etmek	
idea_warehouse_status_0	Depo inşa etmek	
idea_woodenweapons_status_0	Mızrak yapmak	
idea_woodenweapons_status_1	Milis eğitmek	
idea_woodenweapons_status_2	Kaşif eğitmek	
ideagroup_basic	Temel	
ideagroup_building	Bina	
ideagroup_cooking	Yemek pişirme	
ideagroup_military	Askeri	
ideagroup_resources	Kaynaklar	
label_an_idea	Bir fikir	
label_back	Geri	
label_back_to_menu	Menüye dön	
label_buy_packs_to_find_idea	Bu fikri bulmak için paket satın al	
label_cant_be_sold	Satılamaz	
label_card_not_found	Kart henüz bulunamadı	
label_cardopedia	Kartopedia	
label_cards_found	[found]/[total] Kart Bulundu	
label_cards_infobox	Mevcut maksimum kart sayın [max_card_count]. Şu anda [card_count] [cardicon] var (paralar dahil değil)	
label_cards_infobox_warning	Çok fazla [cardicon] var. Kartlardan kurtul ya da Ay sonunda kart satman gerekecek!	
label_clear_save	Kaydı sil	
label_clear_save_confirm	Kaydını silmek istediğine emin misin?	
label_coin_infobox_text	Toplam paran	
label_coin_infobox_title	Paralar	
label_combat_speed	Saldırı Hızı:	
label_complete_more_quests	<one>Yeni bir paketin kilidini açmak için 1 görev daha tamamla!<other>Yeni bir paketin kilidini açmak için [remaining] görev daha tamamla!	
label_complete_more_quests_for_pack	<one>Bu paketin kilidini açmak için 1 görev daha tamamla!<other>Bu paketin kilidini açmak için [remaining] görev daha tamamla!	
label_completed_main_quest	Ana Görevi tamamladın!	
label_continue	Devam et	
label_continue_run	Devam et (Ay [moon])	
label_credits	Krediler	
label_damage	Hasar:	
label_drag_coins_to_buy_pack	Sürükle [cost][goldicon] buraya, bu Paketi satın al	
label_drop_to_sell	Sürükle, [value] karşılığında sat	
label_eating	Yiyor...	
label_end_of_moon	Ay Sonu [moon]	
label_everyone_fed	Herkes doydu!	
label_everyone_starved	Herkes açlıktan öldü!	
label_feed_villagers	Köylüleri besle	
label_foil	(folyo)	
label_fullscreen	Tam ekran: [on_off]	
label_game_options	Oyun Seçenekleri	
label_game_over	Oyun Bitti	
label_goblet_brought_to_temple	Kupa Tapınağa getirildi	
label_hit_chance	Vuruş Şansı:	
label_idea_fullname	Fikir: [name]	
label_ideas	Fikirler	
label_ideas_found	[found]/[total] Fikir Bulundu	
label_keep_playing	Oynamaya devam et ve tüm Kartları topla!	
label_languages_title	Diller	
label_may_contain	İçerebilir:	
label_moon_length	Ay Uzunluğu	
label_moon_length_long	Uzun	
label_moon_length_normal	Normal	
label_moon_length_short	Kısa	
label_moon_length_tooltip	Bir Ayın uzunluğu - daha uzun daha kolay	
label_new	Yeni!	
label_new_cards_found	<one>1 Yeni Kart Bulundu<other>[count] Yeni Kart Bulundu	
label_new_pack_unlocked	Yeni Paket Açıldı!	
label_new_run_confirm	Yeni bir oyuna başlamak istediğine emin misin? Mevcut ilerlemen silinecek!	
label_nice	Güzel!	
label_no	Hayır	
label_off	Kapalı	
label_okay	Tamam	
label_on	Açık	
label_options	Ayarlar	
label_pack_now_available	[pack] Paketi artık mevcut!	
label_paused	Duraklatıldı	
label_peaceful_mode	Barışçıl Mod	
label_peaceful_mode_tooltip	Barışçıl Modda düşman yok	
label_quest	Görev	
label_quest_completed	Görev Tamamlandı!	
label_quest_not_possible_in_peaceful	Barışçıl Modda mümkün değil	
label_quests	Görevler	
label_quests_completed	<one>1 Görev Tamamlandı<other>[count] Görev Tamamlandı	
label_quit	Çıkış	
label_resolution	Çözünürlük: [width]x[height]	
label_resolutions_title	Çözünürlükler	
label_seconds_format	[seconds]s	
label_seconds_left_format	[seconds]s kaldı	
label_select_language	Dil Seç	
label_sell	Sat	
label_sell_cards_to_continue	Devam etmek için Kart sat	
label_sell_x_cards	<one>1 Kart Sat<other>[count] Kart Sat	
label_sellbox_title	Kart Satışı	
label_sfx	Ses Efektleri	
label_stack_of_cards	Kart Yığını	
label_start_new_moon	Yeni Ay Başlat	
label_start_new_run	Yeni Oyun Başlat	
label_start_of_moon	Ayın Başlangıcı [moon]	
label_start_run	Koşuya Başla	
label_start_the_ritual	Ayini Başlat	
label_strange_portal_appeared	Garip bir portal belirdi	
label_time_to_eat	Yemek zamanı	
label_timetext	Ay [moon]	
label_timetext_peaceful	Ay [moon] - Barışçıl Mod	
label_toggle_panel_title	Paneli Aç/Kapat	
label_too_many_cards	<one>Çok fazla 1 kartın var!<other>[count] fazla kartın var!	
label_travelling_cart_appeared	Gezgin Kart Arabası geldi	
label_uh_oh	Eyvah	
label_undiscovered_cards	<one>1 keşfedilmemiş Kart<other>[count] keşfedilmemiş Kart	
label_well_done	Aferin!	
label_yes	Evet	
label_you_killed_the_demon	İblisi öldürdün!	
label_you_reached_moon	Ay [moon] ulaştın	
pack_a_new_world_text	Yeni Bir Dünya	
pack_cuisine_text	Meraklı Mutfak	
pack_explorers_text	Kaşifler	
pack_farming_text	Biç ve Ekin	
pack_humble_beginnings_text	Mütevazı Başlangıçlar	
pack_logic_reason_text	Mantık ve Akıl	
pack_order_structure_text	Düzen ve Yapı	
pack_seeking_wisdom_text	Bilgeliğin Peşinde	
quest_3_villagers_text	3 köylü edin	
quest_bring_goblet_text	Kupayı Tapınağa götür	
quest_build_3_houses_text	3 evin olsun	
quest_build_farm_text	Çiftlik inşa et	
quest_build_house_text	Ev inşa et	
quest_build_temple_text	Tapınak inşa et	
quest_buy_booster_text	Mütevazı Başlangıçlar Paketi satın al	
quest_buy_from_travelling_cart_text	Gezgin Kart Arabası’ndan bir şey satın al	
quest_carve_stick_text	Ağaçtan çubuk yap	
quest_cook_frittata_text	Omlet pişir	
quest_cook_meat_text	Çiğ et pişir	
quest_cook_omelette_text	Omlet pişir	
quest_create_brickyard_text	Tuğla fabrikası kur	
quest_create_lumbercamp_text	Kereste kampı kur	
quest_create_offspring_text	Yavru oluştur	
quest_create_quarry_text	Taş ocağı inşa et	
quest_create_shed_text	Kulübe inşa et	
quest_explore_forest_text	Ormanı keşfet	
quest_explore_mountain_text	Dağı keşfet	
quest_find_catacombs_text	Katakombları bul	
quest_find_goblet_text	Gizemli bir nesne bul	
quest_find_graveyard_text	Mezarlık bul	
quest_get_a_dog_text	Köpek edin	
quest_get_iron_bar_text	Demir külçesi edin	
quest_have_gold_text	[count] Coin’in olsun	
quest_have_10_ideas_text	10 fikir edin	
quest_have_10_stone_text	10 taşın olsun	
quest_have_10_wood_text	10 odunun olsun	
quest_have_food_text	[count] yemek edin	
quest_have_5_ideas_text	5 fikir edin	
quest_kill_a_rat_text	Bir fare öldür	
quest_kill_a_skeleton_text	Bir iskelet öldür	
quest_kill_demon_text	İblisi öldür	
quest_open_starter_pack_text	Booster Paketi aç	
quest_open_treasure_chest_text	Hazine Sandığı aç	
quest_pick_berrybush_text	Köylüyü Yaban mersini çalısının üstüne sürükle	
quest_reach_month_text	Ay [count] ulaş	
quest_second_villager_text	İkinci bir köylü edin	
quest_sell_at_market_text	Pazarda Kart sat	
quest_sell_card_text	Kart sat	
quest_start_campfire_text	Kamp ateşi başlat	
quest_train_explorer_text	Kaşif eğit	
quest_train_militia_text	Milis eğit	
quest_unlock_all_packs_text	Tüm Paketlerin kilidini aç	
new_creating_graveyard	Mezarlık oluşturmak	
new_selling_card	[selling] satılıyor	
new_portal_shaking	Portal titriyor	
new_growing_up	Büyümek	
card_aquarium_description	5 balık alabilir	
card_aquarium_name	Akvaryum	
card_banana_description	Herkesin favori sarı meyvesi	
card_banana_name	Muz	
card_banana_tree_description	Muzdan yapılmış	
card_banana_tree_name	Muz ağacı	
card_banana_tree_status	Muz ağacına vurmak	
card_boat_status	Denize açılmak	
card_bottle_of_rum_description	Dikkat: Köylüleri sarhoş eder!	
card_bottle_of_rum_name	Rom şişesi	
card_bottle_of_water_description	Şeffaf sıvı dolu şeffaf şişe	
card_bottle_of_water_name	Su şişesi	
card_captain_description	Denizcilikte uzman, daha hızlı açılır	
card_captain_name	Kaptan	
card_cathedral_description	Önemli bir ibadet yeri. Bir relik ister.	
card_cathedral_name	Katedral	
card_cave_description	Korsanlar hazine haritalarını burada saklardı...	
card_cave_name	Mağara	
card_cave_status	Mağarayı keşfetmek	
card_ceviche_description	Ekşi balık, sevmeyen yok!	
card_ceviche_name	Ceviche	
card_charcoal_description	Yılan zehiri için panzehir görevi görür	
card_charcoal_name	Kömür	
card_chili_pepper_description	Acılı ve güzel	
card_chili_pepper_name	Acı biber	
card_coconut_description	Bir meyve, kuruyemiş değil!	
card_coconut_name	Hindistan cevizi	
card_coconut_piece_description	Tropikal!	
card_coconut_piece_name	Hindistan cevizi dilimi	
card_coconut_tree_description	Hindistan cevizinden yapılmış	
card_coconut_tree_name	Hindistan cevizi ağacı	
card_coconut_tree_status	Hindistan cevizi ağacına vurmak	
card_cod_name	Morina balığı	
card_coin_chest_description	Paraları tutabilen sandık	
card_coin_chest_name	Para sandığı	
card_composter_description	5 yemeği toprağa çevirir	
card_composter_name	Kompost kutusu	
card_cooked_crab_meat_description	Çok havalı	
card_cooked_crab_meat_name	Pişmiş yengeç	
card_cooked_fish_description	Izgara izinin tadı var	
card_cooked_fish_name	Izgara balık	
card_cotton_description	Doğanın yünü	
card_cotton_name	Pamuk	
card_cotton_plant_description	Pamuk için toplanabilir	
card_cotton_plant_name	Pamuk bitkisi	
card_cotton_plant_status	Pamuk bitkisi toplama	
card_crab_description	Neden her şey yengece evriliyor?	
card_crab_name	Yengeç	
card_demon_lord_description	Sonun da sonu Boss!	
card_demon_lord_name	İblis Lordu	
card_distillery_description	Alkol yapmak için kullanılır	
card_distillery_name	Damıtımevi	
card_driftwood_description	Karaya vurmuş odun yığını	
card_driftwood_name	Sürüklenen odun	
card_driftwood_status	Sürüklenen odunu karıştırmak	
card_eel_description	Elektrikli deniz yılanı	
card_eel_name	Yılan balığı	
card_empty_bottle_description	Camdan yapılmış. Yeniden doldurulabilir!	
card_empty_bottle_name	Boş şişe	
card_fabric_description	Lifler. Birlikte güçlü.	
card_fabric_name	Kumaş	
card_fish_trap_description	Yem olarak bir çeşit yemek ister	
card_fish_trap_name	Balık tuzağı	
card_fish_trap_status	Balık yakalama	
card_fisher_description	Balık tutmada uzman. Balıklar ondan korkar	
card_fisher_name	Balıkçı	
card_fishing_rod_description	Bir köylüyü balıkçı yapmak için ona ver	
card_fishing_rod_name	Olta	
card_fishing_spot_description	Balık dolu su birikintisi	
card_fishing_spot_name	Balık avlama alanı	
card_fishing_spot_status	Balık avlama	
card_friendly_pirate_description	Tarafına katıldı	
card_friendly_pirate_name	Dost korsan	
card_frigate_description	25 Kart taşıyabilir. Yelken açmak için bir köylü ister. Bina taşıyamaz	
card_frigate_name	Fırkateyn	
card_glass_description	Şeffaf bir kaynak	
card_glass_name	Cam	
card_gold_bar_description	Çok parlak, çok değerli bir malzeme	
card_gold_bar_name	Altın külçesi	
card_gold_deposit_description	Altın cevheri içerir	
card_gold_deposit_name	Altın yatağı	
card_gold_deposit_status	Altın yatağına vurmak	
card_gold_mine_description	Sonsuz altın cevheri kaynağı	
card_gold_mine_name	Altın madeni	
card_gold_mine_status	Altın madeninde çalışmak	
card_gold_ore_description	Altın külçeye dönüştürülebilir	
card_gold_ore_name	Altın cevheri	
card_goop_description	Çamur, balçık, pislik: bozulmuş yiyecek	
card_goop_name	Yapışkan atık	
card_greenhouse_description	Yüksek teknolojili bir yiyecek üretim binası. Otomatik olarak ekin diker.	
card_greenhouse_name	Sera	
card_island_relic_description	Katedrale götür	
card_island_relic_name	Ada kalıntısı	
card_jungle_description	Kitaplarıyla meşhur bir orman	
card_jungle_name	Orman (jungle)	
card_jungle_status	Ormanı (jungle) keşfetmek	
card_kraken_description	Relikini aldığın için sinirli	
card_kraken_name	Kraken	
card_lime_description	Yuvarlak ve ekşi	
card_lime_name	Lime (meyve)	
card_mackerel_name	Uskumru	
card_mess_hall_description	Köylüler, Yemek Salonu’ndaki yemekleri öncelikli yer	
card_mess_hall_name	Yemek Salonu	
card_message_in_a_bottle_description	Bir fikir var gibi duruyor	
card_message_in_a_bottle_name	Şişede mesaj	
card_message_in_a_bottle_status	Şişe açmak	
card_mine_description	Sonsuz demir cevheri kaynağı	
card_mine_name	Demir madeni	
card_mine_status	Demir madeninde çalışmak	
card_momma_crab_description	O yengeçleri öldürmemeliydin belki?	
card_momma_crab_name	Anne Yengeç	
card_monkey_description	Bir muz istiyor	
card_monkey_name	Maymun	
card_parrot_description	İnsan gibi konuşur, kuş gibi uçar. Korsanları mutlu eder	
card_parrot_name	Papağan	
card_pirate_boat_description	Korsan dolu bir tekne	
card_pirate_boat_name	Korsan teknesi	
card_pirate_boat_status	[count] Coin verirseniz sizi rahat bırakırız...	
card_pirate_description	İri ve kızgın bir denizci	
card_pirate_name	Korsan	
card_raw_crab_meat_description	Yenmeden önce pişirilmeli	
card_raw_crab_meat_name	Çiğ yengeç eti	
card_raw_fish_description	Kaygan	
card_raw_fish_name	Çiğ balık	
card_rope_description	Uzun ve lifli	
card_rope_name	Halat	
card_rowboat_description	1 kart taşıyabilir. Yelken açmak için bir köylüye ihtiyaç duyar. Bina taşıyamaz	
card_rowboat_name	Küçük tekne (Rowboat)	
card_sacred_chest_description	Açılması için Kutsal Anahtar gerekir	
card_sacred_chest_name	Kutsal Sandık	
card_sacred_key_description	Cam ve Altınla dövülmüş. Kutsal Sandık’ı açmak için kullanılır.	
card_sacred_key_name	Kutsal Anahtar	
card_sail_description	Tekne yapmak için kullanılır	
card_sail_name	Yelken	
card_sand_description	Güzel bir plaj için ana malzeme	
card_sand_name	Kum	
card_sand_quarry_description	Sonsuz kum kaynağı	
card_sand_quarry_name	Kum ocağı	
card_sand_quarry_status	Kum ocağında madencilik	
card_sandstone_description	Taşa alternatif. Taş gereken her şeyde kullanılabilir.	
card_sandstone_name	Kumtaşı	
card_seafood_stew_description	Lezzetli ada güveci	
card_seafood_stew_name	Deniz mahsullü güveç	
card_seagull_description	Sinirli bir kuş	
card_seagull_name	Martı	
card_seaweed_description	Denizin salatası	
card_seaweed_name	Deniz yosunu	
card_shark_description	Büyük, sinirli bir balık türü	
card_shark_name	Köpekbalığı	
card_sheep_description	Yumuşacık!	
card_sheep_name	Koyun	
card_shell_chest_description	Kabuk tutabilen sandık	
card_shell_chest_name	Kabuk Sandığı	
card_shell_description	Adanın ana para birimi	
card_shell_name	Kabuk	
card_sloop_description	10 kart taşıyabilir. Yelken açmak için bir köylüye ihtiyaç duyar. Bina taşıyamaz	
card_sloop_name	Küçük yelkenli (Sloop)	
card_smelter_description	Çeşitli materyalleri eriterek işler	
card_smelter_name	Eritme fırını (Smelter)	
card_smelter_status	Eritme	
card_snake_description	Sürüngen, zehirli bir canlı	
card_snake_name	Yılan	
card_sugar_cane_description	Şeker tadında ot	
card_sugar_cane_name	Şeker kamışı	
card_sugar_cane_status	Şeker kamışı toplama	
card_sugar_description	Çok tatlı!	
card_sugar_name	Şeker	
card_sushi_description	Lezzetli bir atıştırmalık	
card_sushi_name	Suşi	
card_tamago_sushi_description	Yumurtalı suşi	
card_tamago_sushi_name	Tamago suşi	
card_tentacle_description	Kıpır kıpır	
card_tentacle_name	Dokunaç	
card_tiger_description	Çok güçlü bir kedi	
card_tiger_name	Kaplan	
card_trained_monkey_description	Ev işlerinde yardımcı olur. Ay sonunda tekrar normal maymuna dönüşür.	
card_trained_monkey_name	Eğitilmiş maymun	
card_treasure_map_description	X işaretli nokta. Bir köylüyle aranmalı	
card_treasure_map_name	Hazine haritası	
card_treasure_map_status	Hazine arama	
card_tuna_name	Orkinos	
card_wool_description	Yumuşak bir kaynak	
card_wool_name	Yün	
cardtype_fish	Balık	
cardtype_rumors	Söylentiler	
empty		
idea_aquarium_status_0	Akvaryum inşa etmek	
idea_befriending_pirate_status	Korsanla arkadaş olmak	
idea_bottle_status_0	Şişe yapmak	
idea_cathedral_status_0	Katedral inşa etmek	
idea_ceviche_status	Ceviche yapmak	
idea_charcoal_status	Kömür yapmak	
idea_charcoal_status_0	Kömür yapmak	
idea_compass_status	Pusula yapmak	
idea_composter_status	Gübre kutusu yapmak	
idea_composting_status	Gübreleniyor	
idea_cooked_crab_meat_status_0	Yengeç eti pişirmek	
idea_cooked_fish_status_0	Balık ızgara yapmak	
idea_cracking_coconut_status	Hindistan cevizi kırmak	
idea_distillery_status	Damıtımevi inşa etmek	
idea_eating_charcoal	Zehri temizlemek	
idea_fabric_status	Kumaş yapmak	
idea_filling_bottle_of_water	Şişe doldurmak	
idea_fish_trap_status	Balık tuzağı kurmak	
idea_fishing_rod_status	Olta yapmak	
idea_frigate_status0	Fırkateyn inşa etmek	
idea_greenhouse_status_0	Sera inşa etmek	
idea_growth_name_status_10	Acı biber yetiştirmek	
idea_growth_name_status_9	Lime (meyve) yetiştirmek	
idea_growth_status_6	Muz ağacı yetiştirmek	
idea_growth_status_7	Hindistan cevizi ağacı yetiştirmek	
idea_growth_status_8	Pamuk bitkisi yetiştirmek	
idea_mess_hall_status	Yemek Salonu inşa etmek	
idea_rope_status	Halat yapmak	
idea_rowboat_status0	Küçük tekne inşa etmek	
idea_rum_status	Rom yapmak	
idea_sacred_key_status0	Kutsal Anahtar dövmek	
idea_sail_status0	Yelken yapmak	
idea_sand_quarry_status	Kum ocağı inşa etmek	
idea_sandstone_status	Kumtaşı yapmak	
idea_seafood_stew_status_0	Deniz mahsullü güveç yapmak	
idea_shell_chest_status_0	Kabuk Sandığı yapmak	
idea_sloop_status0	Küçük yelkenli inşa etmek	
idea_smelting_glass_status	Cam yapmak	
idea_smelting_status_2	Altın eritmek	
idea_smelting_status_3	Para yapmak	
idea_sushi_status	Suşi yapmak	
idea_tamago_sushi_status	Tamago suşi yapmak	
idea_training_captain_status	Kaptan eğitmek	
idea_training_fisher_status	Balıkçı eğitmek	
idea_training_monkey_status	Maymun eğitmek	
ideagroup_fishing	Balık tutmak	
ideagroup_important	Önemli	
ideagroup_island	Ada	
ideagroup_sailing	Denizcilik	
label_a_rumor	Bir Söylenti	
label_awakened_something	Bir şeyi uyandırdın..	
label_awakened_the_kraken	Bu bir Kraken!	
label_card_cap	Kart limiti	
label_complete_more_island_quests_for_pack	<one>Bu Paketin kilidini açmak için 1 Ada Görevi daha tamamla!<other>Bu Paketin kilidini açmak için [remaining] Ada Görevi daha tamamla!	
label_everyone_on_island_dead	Adadaki herkes öldü	
label_everyone_on_island_dead_text	Burada kartların kalacak, döndüğünde bulabilirsin	
label_island_intro_1	Adaya hoş geldin	
label_island_intro_2	Adaydayken Anakara ile ilgilenmek zorunda değilsin	
label_island_intro_3	Her zaman Küçük Tekneyi kullanarak Anakara’ya dönebilirsin	
label_island_intro_4	Küçük Tekne sadece tek kart taşıyabilir – diğer tekneler daha fazla kart taşıyabilir	
label_island_intro_5	Tüm köylülerin ölürse Anakaraya geri dönersin	
label_island_intro_6	Bol şans!	
